"The Lilly Faculty Registry reports direct and indirect payments by Lilly, as well as Lilly’s portion of alliance partnership payments, to health care professionals serving as faculty members. When the ""Entity Paid"" is a company, hospital or university, and there is a different name listed as the service provider, it reflects an indirect payment which may or may not actually have been received in whole or in part by the listed service provider. Note: This report is designed to comply with Lilly’s Corporate Integrity Agreement reporting obligations. Due to differences in scope and definitions, the data reported in this report may differ from data included in reports submitted by Lilly for compliance with state payment reporting laws.","","","","","","","",""
"ARTHRITIS AND SPORTSCARE CENTER, INC.","PANAMA CITY, FL",FL,"CRAYTON, HULON E","","6,000","",395,"6,395"
"ARTHRITIS MED ED, PA","DALLAS, TX",TX,"DAO, KATHRYN H","","1,500","","","1,500"
"ARTHRITIS RESEARCH OF FLORIDA, INC.","PALM HARBOR, FL",FL,"SEBBA, ANTHONY I","","19,725","",149,"19,874"
ARTHUR CONSULTING PC,"AIKEN, SC",SC,"ARTHUR, ANSERMO L","","4,484","","","4,484"
Entity Paid,"","",Provider of Service,Payments*(All Amounts  in US Dollars)* Payments for reimbursed expenses are not compensation.,"","","",""
Name,Location,State,Name,Patient Education Programs,Healthcare Professional Education Programs,Advising/Consulting & International Education Programs,Certain Travel-Related Expenses,2010 Total
ARTHUR G. JAMES CANCER HOSPITAL & RICHARD J. SOLOVE RESEARCH INSTITUTE,"COLUMBUS, OH",OH,"BEKAII-SAAB, TANIOS S","","1,350","","","1,350"
"ARTHUR R. BOERNER, M.D.","JEFFERSONVILLE, IN",IN,"BOERNER, ARTHUR R","","50,150","","3 ,775","53,925"
"ARUNDELL, JULIE","BURBANK, CA",CA,"ARUNDELL, JULIE","1,950","","",17,"1,967"
ASHEVILLE ARTHRITIS AND OSTEOPOROSIS  CENTER,"ASHEVILLE, NC",NC,"GOWIN, KRISTIN M","","10,950","",97,"11,047"
"ASHOURI, SHAY A","LOS ANGELES, CA",CA,"ASHOURI, SHAY A","","23,550","1,100","1 ,323","25,973"
"ASHTON, ADAM K","AMHERST, NY",NY,"ASHTON, ADAM K","","50,188","3,313","1 ,159","54,659"
"ASKARI, ARMAN T","CLEVELAND, OH",OH,"ASKARI, ARMAN T","","6,684","",379,"7,063"
"ASLAM, ASHAR","LEXINGTON, KY",KY,"ASLAM, ASHAR","","",625,"",625
"ASLAM, MUHAMMAD","CINCINNATI, OH",OH,"ASLAM, MUHAMMAD","","29,100","","2 ,486","31,586"
"ASPENSON, DONALD E","TULSA, OK",OK,"ASPENSON, DONALD E","","10,131","",52,"10,183"
ASPIRUS CLINICS,"WAUSAU, WI",WI,"GORDON, LAURENCE R","","4,950","",87,"5,037"
ASSOCIATED NEUROLOGISTS PC,"RICHMOND, VA",VA,"HENNESSEY, JOHN J","","8,925","",99,"9,024"
ASSOCIATED PSYCHIATRIC CONSULTANTS,"KINGWOOD, TX",TX,"ROY, P K K","","9,950","",791,"10,741"
"ASSOCIATES IN ENDOCRINOLOGY, P.C.","PITTSBURGH, PA",PA,"JOHNSTON, JANN M","","12,768","","1 ,462","14,230"
"ASTROW, ALAN B","BROOKLYN, NY",NY,"ASTROW, ALAN B","",338,"","",338
"ATASSI, KEITH","VALPARAISO, IN",IN,"ATASSI, KEITH","","11,084",625,329,"12,038"
"ATEM, LESLIE N","BALTIMORE, MD",MD,"ATEM, LESLIE N","","","1,453",156,"1,610"
ATHENS HEART CENTER,"ATHENS, GA",GA,"AGRAWAL, SUBODH K","","3,484","",40,"3,524"
"ATKINSON, JOSEPH H","SAN DIEGO, CA",CA,"ATKINSON, JOSEPH H","","",625,"",625
ATLANTA PSYCHIATRIC INSTITUTE,"ROSWELL, GA",GA,"CHILAKAMARRI, JAGAN K","","2,700",750,"","3,450"
ATLANTIC COAST RHEUMATOLOGY P.C.,"TOMS RIVER, NJ",NJ,"DHAR, RAJAT K","","6,225","",155,"6,380"
"ATO ENTERPRISES, INC.","CANBY, OR",OR,"DURANT, RHONDA L","",75,"","",75
"ATTANASIO, MICHAEL J","PHILADELPHIA, PA",PA,"ATTANASIO, MICHAEL J","","19,988","",204,"20,192"
"ATTANTI, SRINVINERICH","INVERNESS, FL",FL,"ATTANTI, SRINVINERICH","","14,584","","","14,584"
"AUERON, FRED","MILLBURN, NJ",NJ,"AUERON, FRED","","7,234","",87,"7,321"
"AUGUSTA FAMILY MEDICINE ASSOCIATES, P.A.","HOUSTON, TX",TX,"NGUYEN, JOSHUA A","","5,450","","","5,450"
"AULL, EDWARD B","CARMEL, IN",IN,"AULL, EDWARD B","","7,425","",225,"7,650"
"AURORA MEDICAL ASSOCIATES, PC","AURORA, CO",CO,"SHERMAN, EUGENE E","","10,534","","","10,534"
AURORA MEDICAL GROUP (FOR ADEFRANCO),"MILWAUKEE, WI",WI,"DEFRANCO, ANTHONY C","","","1,875",10,"1,885"
"AVERY, JAMES G","SAINT LOUIS, MO",MO,"AVERY, JAMES G","","28,200","","1 ,583","29,783"
"AVEY, STEPHEN G","PHOENIX, AZ",AZ,"AVEY, STEPHEN G","","","1,719",74,"1,792"
"AVINASH C. GUPTA, MD, PC","LAKEWOOD, NJ",NJ,"GUPTA, AVINASH C","","4,334","","","4,334"
"AWADALLA, SYLVIA","SAINT LOUIS, MO",MO,"AWADALLA, SYLVIA","","15,450","",130,"15,580"
"AWWA, BASSAM","STONINGTON, CT",CT,"AWWA, BASSAM","","28,800","",944,"29,744"
"AXELROD, RICHARD J","SACRAMENTO, CA",CA,"AXELROD, RICHARD J","","3,484","",23,"3,507"
"AYALA CUERVOS, JOSE R","BAYAMON, PR",PR,"AYALA CUERVOS, JOSE R","",975,"","",975
"AYALA, RICARDO","TALLAHASSEE, FL",FL,"AYALA, RICARDO","","1,500","","","1,500"
"AYCINENA, PATRICIO R","LORAIN, OH",OH,"AYCINENA, PATRICIO R","","2,906","","","2,906"
"AYERS, DAWN M","NOBLESVILLE, IN",IN,"AYERS, DAWN M","","","1,000",15,"1,015"
"AYMAN KARKOUTLY, M.D. PA","LUBBOCK, TX",TX,"KARKOUTLY, AYMAN","","9,063","",249,"9,311"
"B.E. FORGEY, INC.","BATON ROUGE, LA",LA,"FORGEY, BURL E","","30,550","",981,"31,531"
"BABA, RAUF M","DYERSBURG, TN",TN,"BABA, RAUF M","","2,631","","","2,631"
"BABAEV, ANVAR A","REGO PARK, NY",NY,"BABAEV, ANVAR A","","7,784","",35,"7,820"
"BABB, JOSEPH D","GREENVILLE, NC",NC,"BABB, JOSEPH D","","","2,906",26,"2,932"
"BABEY, CHRISTINE E","SCOTTSDALE, AZ",AZ,"BABEY, CHRISTINE E","2,675","","",144,"2,819"
BABU RANKUPALLI MD PA,"OCALA, FL",FL,"RANKUPALLI, BABU K","","16,425","",42,"16,467"
"BACA, SHAWN B","BOCA RATON, FL",FL,"BACA, SHAWN B","","7,725","","","7,725"
"BACH, RUSSELL W","AUSTIN, TX",TX,"BACH, RUSSELL W","","25,550","","1 ,188","26,738"
"BACK KIM, MD PC","KEW GARDENS, NY",NY,"KIM, BACK K","","7,734","",48,"7,782"
"BACK, JERRY G","LADSON, SC",SC,"BACK, JERRY G","","2,438","","","2,438"
"BADGER, RODNEY S","SALT LAKE CITY, UT",UT,"BADGER, RODNEY S","","2,684","","","2,684"
"BADIKIAN, ARTHUR V","HARRISON, NY",NY,"BADIKIAN, ARTHUR V","","50,800","","1 ,529","52,329"
"BAHL, VIJAY K","PITTSBURGH, PA",PA,"BAHL, VIJAY K","","3,406","",38,"3,444"
"BAHLS, DONNA J","CLIVE, IA",IA,"BAHLS, DONNA J","","48,675","","3 ,065","51,740"
"BAIG, MIRZA W","FALL RIVER, MA",MA,"BAIG, MIRZA W","","2,634","","","2,634"
"BAILEY, DEWEY J","ROANOKE, VA",VA,"BAILEY, DEWEY J","","27,681","","1 ,018","28,699"
"BAILEY-GRAY, PATRICK M","DALLAS, TX",TX,"BAILEY-GRAY, PATRICK M","11,188",919,"","2 ,167","14,273"
Entity Paid,"","",Provider of Service,Payments*(All Amounts  in US Dollars)* Payments for reimbursed expenses are not compensation.,"","","",""
Name,Location,State,Name,Patient Education Programs,Healthcare Professional Education Programs,Advising/Consulting & International Education Programs,Certain Travel-Related Expenses,2010 Total
"BAIRD, DENISE M","LANCASTER, PA",PA,"BAIRD, DENISE M","4,613","","",94,"4,706"
"BAIRD, DONALD I","FORTUNA, CA",CA,"BAIRD, DONALD I","","6,300","",235,"6,535"
"BAJORIN, DEAN F","NEW YORK, NY",NY,"BAJORIN, DEAN F","","","17,375",256,"17,631"
"BAKER, BENITA","DECATUR, IL",IL,"BAKER, BENITA","57,900","","","14,920","72,820"
"BAKER, JANICE","SAN DIEGO, CA",CA,"BAKER, JANICE","4,563","","","1 ,047","5,610"
"BAKER, JOHN A","EAST LANSING, MI",MI,"BAKER, JOHN A","","34,975","","1 ,248","36,223"
"BAKER, JOSEPH C","TALLAHASSEE, FL",FL,"BAKER, JOSEPH C","","6,509","",161,"6,670"
"BAKER, SHERMAN","RICHMOND, VA",VA,"BAKER, SHERMAN","","31,163","","1 ,898","33,060"
"BAKER, TAMMY J","VENICE, FL",FL,"BAKER, TAMMY J","12,713","","","1 ,354","14,066"
"BAKHSHI, MANAVENDR","PHILADELPHIA, PA",PA,"BAKHSHI, MANAVENDR","","2,150","","","2,150"
"BAKIR, STEPHEN E","BIRMINGHAM, AL",AL,"BAKIR, STEPHEN E","","8,884","","","8,884"
"BAKST, GARY","ALBANY, NY",NY,"BAKST, GARY","","6,900","","","6,900"
"BALAGUER, JUAN L","MAITLAND, FL",FL,"BALAGUER, JUAN L","","52,125","","4 ,775","56,900"
"BALDARI, DUCCIO","WELLINGTON, FL",FL,"BALDARI, DUCCIO","","8,184","","","8,184"
"BALIAN, HARRY","GLENDALE, CA",CA,"BALIAN, HARRY","","13,684","","","13,684"
"BALIGA, BANTWAL S","OPELIKA, AL",AL,"BALIGA, BANTWAL S","","5,588","","","5,588"
"BALLARD, CAROL","BLACKSBURG, VA",VA,"BALLARD, CAROL","1,406","","","","1,406"
"BALLAS, CHRISTOS A","PHILADELPHIA, PA",PA,"BALLAS, CHRISTOS A","","20,700","","1 ,123","21,823"
"BALLAS, MARC S","NEW YORK, NY",NY,"BALLAS, MARC S","","","1,875",339,"2,214"
"BALLESTEROS, JOSE V","SANTA ROSA, CA",CA,"BALLESTEROS, JOSE V","","14,934","",120,"15,054"
"BALMACEDA, CASILDA M","NEW YORK, NY",NY,"BALMACEDA, CASILDA M","","44,700","","2 ,735","47,435"
"BAMAN, RAKESH I","POTTSTOWN, PA",PA,"BAMAN, RAKESH I","","2,634","","","2,634"
"BANKS, DIANA","LOUISVILLE, KY",KY,"BANKS, DIANA","10,144","","",995,"11,139"
"BANKS, KAREN","NORWICH, CT",CT,"BANKS, KAREN","","9,075","","4 ,251","13,326"
"BANSIL, RAKESH K","PLAINFIELD, NJ",NJ,"BANSIL, RAKESH K","","12,150","1,500","2 ,172","15,822"
"BANTLE, JOHN P","MINNEAPOLIS, MN",MN,"BANTLE, JOHN P","","46,450","","2 ,436","48,886"
"BAPAT, AMOL S","ROSWELL, GA",GA,"BAPAT, AMOL S","","6,034","",38,"6,072"
"BAQUET, TODD","LAFAYETTE, LA",LA,"BAQUET, TODD","","2 ,700","","","2,700"
"BARAM, VADIM Y","SAINT LOUIS, MO",MO,"BARAM, VADIM Y","","4 ,200","",264,"4,464"
"BARBARA SOLTES, MD","CHICAGO, IL",IL,"SOLTES, BARBARA","","9 ,650","",294,"9,944"
"BARDEEN, NANCY","ROCHESTER, NY",NY,"BARDEEN, NANCY","6,075",300,"",325,"6,700"
"BAREFOOT, JOANNA","WARRENTON, VA",VA,"BAREFOOT, JOANNA","3,713","","",402,"4,115"
"BARIE, PHILIP S","NEW YORK, NY",NY,"BARIE, PHILIP S","","33,000","","2 ,288","35,288"
"BARKIN, ROBERT L","DEERFIELD, IL",IL,"BARKIN, ROBERT L","","33,675","","2 ,215","35,890"
"BARKLEY, ROVONDA","STATESVILLE, NC",NC,"BARKLEY, ROVONDA",938,"","","",938
"BARKLEY, RUSSELL A","MOUNT PLEASANT, SC",SC,"BARKLEY, RUSSELL A","","2 ,138","1 9,125",89,"21,352"
"BARKMAN, LINDA L","HUTCHINSON, KS",KS,"BARKMAN, LINDA L","13,913","","","3 ,094","17,006"
"BARKSDALE, BRYAN","JACKSON, MS",MS,"BARKSDALE, BRYAN","","3,484","","","3,484"
"BARNES, MARIANNE","TUPELO, MS",MS,"BARNES, MARIANNE","","1,800","",93,"1,893"
"BARNETT, DEBRA M","TAMPA, FL",FL,"BARNETT, DEBRA M","","14,750","","2 ,398","17,148"
"BARNHART, BENNY L","WICHITA FALLS, TX",TX,"BARNHART, BENNY L","","12,450","",657,"13,107"
"BARON, ARI D","SANTA CLARITA, CA",CA,"BARON, ARI D","","48,188","","1 ,655","49,843"
"BARON, PATRICIA A","NORTH POTOMAC, MD",MD,"BARON, PATRICIA A","3,413","","",835,"4,247"
"BARR, LISA B","NORFOLK, VA",VA,"BARR, LISA B","","13,725","","","13,725"
"BARRETT - TUCK, REBECCA J","JONESBORO, AR",AR,"BARRETT - TUCK, REBECCA J","","11,038","",247,"11,285"
"BARRETT, CYNTHIA R","JERSEYVILLE, IL",IL,"BARRETT, CYNTHIA R","1,050","","",42,"1,092"
"BARRETT-CONNOR, ELIZABETH","LA JOLLA, CA",CA,"BARRETT-CONNOR, ELIZABETH","","",938,97,"1,035"
BARRIER ISLANDS PSYCHIATRY P.A.,"CHARLESTON, SC",SC,"ALEXANDER, CONSTANCE J","","21,975","",517,"22,492"
BARRY M. GERSHUNY MD,"NORTHBROOK, IL",IL,"GERSHUNY, BARRY M","","53,000","","","53,000"
"BARSHACK, SCOTT","CORTE MADERA, CA",CA,"BARSHACK, SCOTT","","10,800","",769,"11,569"
"BARSOUK, ALEXANDER","PITTSBURGH, PA",PA,"BARSOUK, ALEXANDER","","","3,594",398,"3,992"
"BART DE GREGORIO, MD","GLEN RIDGE, NJ",NJ,"MARIANO, DOMENIC L","","5,584","","","5,584"
"BARTKY, ERIC J","SUMMIT, NJ",NJ,"BARTKY, ERIC J","","49,450","","1 ,485","50,935"
"BARTLETT, THOMAS J","COLORADO SPRINGS, CO",CO,"BARTLETT, THOMAS J","","7,775","",608,"8,383"
"BARTON, MARY J","LOMBARD, IL",IL,"BARTON, MARY J","",556,"","",556
"BASIT, MAJID A","WHARTON, TX",TX,"BASIT, MAJID A","",934,"","",934
"BASS, TED A","JACKSONVILLE, FL",FL,"BASS, TED A","","40,584","","2 ,852","43,436"
Entity Paid,"","",Provider of Service,Payments*(All Amounts  in US Dollars)* Payments for reimbursed expenses are not compensation.,"","","",""
Name,Location,State,Name,Patient Education Programs,Healthcare Professional Education Programs,Advising/Consulting & International Education Programs,Certain Travel-Related Expenses,2010 Total
"BASTIAENS, LEO J","NEW KENSINGTON, PA",PA,"BASTIAENS, LEO J","","53,063","4,750","2 ,865","60,678"
"BASU, JORGE G","HOUSTON, TX",TX,"BASU, JORGE G","","3,850","","","3,850"
"BATEMAN, NICOLE A","CARMEL, IN",IN,"BATEMAN, NICOLE A","","","1,875",74,"1,949"
"BATES, ERIC R","ANN ARBOR, MI",MI,"BATES, ERIC R","","","1,750","","1,750"
"BATTAGLIA, JOHN","MADISON, WI",WI,"BATTAGLIA, JOHN","","10,600","",329,"10,929"
"BATTS-TURNER, MARIAN","OWINGS MILLS, MD",MD,"BATTS-TURNER, MARIAN","",919,281,79,"1,279"
"BAUCUM, RALPH W","SHREVEPORT, LA",LA,"BAUCUM, RALPH W","","6,884","",40,"6,924"
"BAUMAN, WILLIAM B","AKRON, OH",OH,"BAUMAN, WILLIAM B","","9,984","","","9,984"
"BAUMGART, CHARLES L","ALBUQUERQUE, NM",NM,"BAUMGART, CHARLES L","","","12,000",393,"12,393"
"BAUTISTA, BEATRIZ G","MCALLEN, TX",TX,"BAUTISTA, BEATRIZ G","42,819","","","6 ,810","49,629"
"BAYER, WILLIAM C","CAROL STREAM, IL",IL,"BAYER, WILLIAM C","","2,700","",13,"2,713"
BAYRAKDAR AND ASSOCIATES LLC,"HINSDALE, IL",IL,"BAYRAKDAR, AMMAR A","","9,256","",30,"9,286"
"BAZHENOVA, LYUDMILA A","LA JOLLA, CA",CA,"BAZHENOVA, LYUDMILA A","","1,125","",72,"1,197"
BEACHES PSYCHIATRY,"JACKSONVILLE BEACH, FL",FL,"KISNAD, HITEN V","","22,725","",696,"23,421"
"BEACHY, ALLEN L","FORT SMITH, AR",AR,"BEACHY, ALLEN L","","4,800","",44,"4,844"
"BEALS, WILLIAM J","LIVERPOOL, NY",NY,"BEALS, WILLIAM J","","23,550","",824,"24,374"
"BEAM, ROBERT K","SEYMOUR, TN",TN,"BEAM, ROBERT K","","11,950","",766,"12,716"
"BEARD, JAMES H","GREENVILLE, SC",SC,"BEARD, JAMES H","","1,425","2,000","","3,425"
"BEASEY, MATTHEW D","BRISTOL, TN",TN,"BEASEY, MATTHEW D","","35,036","","1 ,008","36,044"
"BEASLEY, KAREN L","SHELBY TWP, MI",MI,"BEASLEY, KAREN L","","21,300","","1 ,563","22,863"
"BEAVERS, DANIEL J","VANCOUVER, WA",WA,"BEAVERS, DANIEL J","","8,100","","","8,100"
"BECEIRO, JOSE R","LUBBOCK, TX",TX,"BECEIRO, JOSE R","","4,600","","","4,600"
"BECERRA, KATHY","MILWAUKEE, WI",WI,"BECERRA, KATHY","","",250,"",250
"BECK, JOSEPH C","FLOSSMOOR, IL",IL,"BECK, JOSEPH C","","6,475","","","6,475"
"BECKER, MARY B","LOUISVILLE, KY",KY,"BECKER, MARY B","5,063","","",76,"5,138"
"BEDLACK, RICHARD S","DURHAM, NC",NC,"BEDLACK, RICHARD S","","49,300","","3 ,008","52,308"
"BEECH, CHERYL G","MOORHEAD, MN",MN,"BEECH, CHERYL G","8,344","","",779,"9,123"
"BEHAM, RICHARD A","TOLEDO, OH",OH,"BEHAM, RICHARD A","","18,506","",239,"18,745"
BEHAVORIAL HEALTH RESOURCES,"CAPE ELIZABETH, ME",ME,"JORDAN, CONSTANCE","3,600","","",150,"3,750"
"BEHRAVAN, HOOMAN","SAN LEANDRO, CA",CA,"BEHRAVAN, HOOMAN","","32,175","","","32,175"
"BELANI, CHANDRA P","HERSHEY, PA",PA,"BELANI, CHANDRA P","","36,113","25,625","9 ,314","71,051"
"BELFORD, MARY E","KANKAKEE, IL",IL,"BELFORD, MARY E","","15,175","","","15,175"
"BELL, ROSE M","TRAVIS AFB, CA",CA,"BELL, ROSE M","","1,113","","","1,113"
"BELLAIRE NEUROLOGY, PA","BELLAIRE, TX",TX,"LOFTUS, BRIAN D","","40,675","5,313","2 ,952","48,940"
"BELLAM, RAJENDRA P","INGLIS, FL",FL,"BELLAM, RAJENDRA P","","3 ,450","",55,"3,505"
"BELLAMY, DENE","DULUTH, GA",GA,"BELLAMY, DENE","2,813","","",573,"3,385"
"BELLANTUONO, MELISA A","FARMINGTON, CT",CT,"BELLANTUONO, MELISA A","","","",54,54
"BELLINGER, TRISH M","ELMIRA, NY",NY,"BELLINGER, TRISH M","4,163","","",106,"4,269"
"BELMONT PSYCHIATRIC SERVICES, LLC","MARTINS FERRY, OH",OH,"SHAW-NIEVES, CARMEL C","","2 ,450","","","2,450"
"BELNAP, GRANT B","EAGLE, ID",ID,"BELNAP, GRANT B","","19,950","",789,"20,739"
"BENAVIV-MESKIN, DANIELLE P","BRIDGEPORT, CT",CT,"BENAVIV-MESKIN, DANIELLE P","","12,338","","","12,338"
"BENCHMARK PSYCHIATRIC SERVICES, LTD","PALOS PARK, IL",IL,"JAISINGH, NATHAN R","","4,650","",120,"4,770"
"BENEDICT S. MANISCALCO, MD, PA","TAMPA, FL",FL,"MANISCALCO, BENEDICT S","","1 ,184","","","1,184"
"BENFIELD, JOHN R","SACRAMENTO, CA",CA,"BENFIELD, JOHN R","","","5,500","8 ,945","14,445"
BENJAMIN L ROSIN MD & PROFESSIONAL CORPORATION,"TORRANCE, CA",CA,"ROSIN, BEN L","","8 ,884","",8,"8,892"
"BENNETT, GRAY G","JACKSON, MS",MS,"BENNETT, GRAY G","","24,309","",198,"24,507"
"BENNETT, RICHARD G","ORCHARD PARK, NY",NY,"BENNETT, RICHARD G","","3,300","",113,"3,413"
"BENNETT, ROBERT M","PORTLAND, OR",OR,"BENNETT, ROBERT M","","","4,125",319,"4,444"
"BENNETTS, JOHN F","MONTEREY, CA",CA,"BENNETTS, JOHN F","","15,000","","","15,000"
"BENNING, KENNETH","NASHVILLE, TN",TN,"BENNING, KENNETH","","1,125","",120,"1,245"
"BENSON, AL B","CHICAGO, IL",IL,"BENSON, AL B","","","6,750",81,"6,831"
"BENSON, KARIE","WATERLOO, IA",IA,"BENSON, KARIE","","2,588","",281,"2,868"
"BERA, RIMAL B","GARDEN GROVE, CA",CA,"BERA, RIMAL B","","51,900","","3 ,022","54,922"
"BERCHOU, RICHARD C","DETROIT, MI",MI,"BERCHOU, RICHARD C","","3,900","",562,"4,462"
"BERDIA, SHASHI","SHIRLEY, NY",NY,"BERDIA, SHASHI","","11,200","",134,"11,334"
"BERELOWITZ, BRIAN A","LAS VEGAS, NV",NV,"BERELOWITZ, BRIAN A","","14,388","","","14,388"
"BERG, DEBRA","LEESPORT, PA",PA,"BERG, DEBRA","4,163","","",174,"4,336"
Entity Paid,"","",Provider of Service,Payments*(All Amounts  in US Dollars)* Payments for reimbursed expenses are not compensation.,"","","",""
Name,Location,State,Name,Patient Education Programs,Healthcare Professional Education Programs,Advising/Consulting & International Education Programs,Certain Travel-Related Expenses,2010 Total
"BERGENER, PATRICIA","WEST PALM BEACH, FL",FL,"BERGENER, PATRICIA","12,600","","","1 ,024","13,624"
"BERGER, ALAN K","MINNEAPOLIS, MN",MN,"BERGER, ALAN K","","7,784","","1 ,196","8,981"
"BERGER, DANIEL N","SANTA BARBARA, CA",CA,"BERGER, DANIEL N","","8,256","",81,"8,337"
"BERGER, LARRY F","EDEN PRAIRIE, MN",MN,"BERGER, LARRY F","","27,275","",642,"27,917"
"BERGER, PETER B","DANVILLE, PA",PA,"BERGER, PETER B","","","1,969",109,"2,078"
"BERGESON, MARVIN E","FAIRBANKS, AK",AK,"BERGESON, MARVIN E","","5,625","",38,"5,663"
"BERGFELD, DEBORAH","WILLIAMSVILLE, NY",NY,"BERGFELD, DEBORAH","","7,725","",163,"7,888"
"BERK, MICHAEL A","SAINT LOUIS, MO",MO,"BERK, MICHAEL A","","12,856","",176,"13,032"
"BERLANT, JEFFREY L","BOISE, ID",ID,"BERLANT, JEFFREY L","","21,300","",411,"21,711"
"BERLIN, COREY","RALEIGH, NC",NC,"BERLIN, COREY","","6,225","","","6,225"
"BERMAN, JEFFREY N","FAIRFIELD, CT",CT,"BERMAN, JEFFREY N","","7,784","","","7,784"
"BERNARD AOUEILLE, III, MD, PA","AUSTIN, TX",TX,"AOUEILLE, BERNARD","","35,738","","1 ,305","37,042"
"BERNARDO PASCUAL MD, PA","HIALEAH, FL",FL,"PASCUAL, BERNARDO","","6,200","","","6,200"
"BERNER, JASON A","JASPER, GA",GA,"BERNER, JASON A","","18,781","",896,"19,677"
"BERNSTEIN, JONATHAN A","CINCINNATI, OH",OH,"BERNSTEIN, JONATHAN A","","","1,516","","1,516"
"BEROZA, KENNETH W","GLADWIN, MI",MI,"BEROZA, KENNETH W","","24,400","","","24,400"
"BERRA, KATHY A","REDWOOD CITY, CA",CA,"BERRA, KATHY A","","",188,"",188
"BERZ, DAVID","PROVIDENCE, RI",RI,"BERZ, DAVID","","50,125","","9 ,105","59,230"
"BEVERIDGE, ROY A","ANNANDALE, VA",VA,"BEVERIDGE, ROY A","","","6,750",153,"6,903"
"BEYDOUN, SAID R","LOS ANGELES, CA",CA,"BEYDOUN, SAID R","","49,675","3,750","2 ,264","55,689"
"BEYLOTTE, SUSAN C","CHARLESTON, SC",SC,"BEYLOTTE, SUSAN C",38,"","","",38
"BEZ, JOEL L","LANSING, MI",MI,"BEZ, JOEL L","","16,425","",156,"16,581"
BEZA CONSULTING INC.,"PATCHOGUE, NY",NY,"ZITKUS, BRUCE S","4,688","","",360,"5,048"
"BHAGIA, SARJOO M","CHARLOTTE, NC",NC,"BHAGIA, SARJOO M","","2,025","","","2,025"
"BHALLA, KARAN S","PASADENA, TX",TX,"BHALLA, KARAN S","","17,684","","","17,684"
"BHARAT B. GUPTA, INC.","WEBSTER, NY",NY,"GUPTA, BHARAT B","","1,556","",44,"1,600"
"BHATIA HEALTH SERVICES, A MEDICAL CORP.","SAN DIEGO, CA",CA,"BHATIA, POONAM P","","19,575","2,000",461,"22,036"
"BHAVSAR, JANAK H","HAMILTON, NJ",NJ,"BHAVSAR, JANAK H","","1 ,784","","","1,784"
"BHUSHAN, RAJAT","BATON ROUGE, LA",LA,"BHUSHAN, RAJAT","","3 ,225",313,139,"3,677"
"BIBI DAS, MD","PALO ALTO, CA",CA,"DAS, BIBI","","7 ,800","",590,"8,390"
"BIEDERMAN, BRANDI","CHATTANOOGA, TN",TN,"BIEDERMAN, BRANDI","15,656","","",814,"16,470"
"BIELSKI, STEVEN J","GENEVA, IL",IL,"BIELSKI, STEVEN J","","11,881","",34,"11,915"
"BIGLER, DEBORAH L","GRAND JUNCTION, CO",CO,"BIGLER, DEBORAH L","6,225","","","1 ,116","7,341"
BILAO LLC,"PHOENIX, AZ",AZ,"DOLINAR, RICHARD O","","23,031","",496,"23,528"
"BILBRUCK, LAURA B","BROKEN ARROW, OK",OK,"BILBRUCK, LAURA B","","","",446,446
"BILEZIKIAN, JOHN P","NEW YORK, NY",NY,"BILEZIKIAN, JOHN P","","40,338","","4 ,992","45,330"
"BILL, ROSEMARY","STONEHAM, MA",MA,"BILL, ROSEMARY","1,481","","","","1,481"
"BILLETT, WILLIAM J","MOBILE, AL",AL,"BILLETT, WILLIAM J","","3,500","","","3,500"
"BILNOSKI, WILLIAM","TACOMA, WA",WA,"BILNOSKI, WILLIAM","","8,884","",153,"9,038"
"BILODEAU, DONNA F","WATERVILLE, ME",ME,"BILODEAU, DONNA F","3,206",75,"",749,"4,030"
"BINASO, KIM","FLORHAM PARK, NJ",NJ,"BINASO, KIM","","",281,"",281
"BINGHAM, ROBERT J","ROCHESTER, NY",NY,"BINGHAM, ROBERT J","","4,781","",39,"4,820"
BIPIN DESAI MD INC.,"MARION, OH",OH,"DESAI, BIPIN M","","5,738","",140,"5,877"
"BIR, ARVINDER S","HUNTINGTON, WV",WV,"BIR, ARVINDER S","","","1,875","","1,875"
"BIRGIT AMANN, MD, PLLC","TROY, MI",MI,"AMANN, BIRGIT H","","50,475","7,875","3 ,892","62,242"
"BIRIE, JACLYN R","TOLEDO, OH",OH,"BIRIE, JACLYN R","47,400","","9,968","18,339","75,706"
"BIRKMIRE BEHAVIORAL HEALTHCARE, INC.","WINTER PARK, FL",FL,"BIRKMIRE, REX A","","49,750","",167,"49,917"
"BISHOP, TARA","INDIANAPOLIS, IN",IN,"BISHOP, TARA","","",250,"",250
"BIZETTE, GREG A","COVINGTON, LA",LA,"BIZETTE, GREG A","",450,"","",450
"BLACK, ALEXANDER C","PASADENA, CA",CA,"BLACK, ALEXANDER C","","36,438","",386,"36,824"
"BLACK, LATONYA","NASHVILLE, TN",TN,"BLACK, LATONYA","1,163","1,200","",551,"2,914"
"BLACK, SHAWNYA","MURFREESBORO, TN",TN,"BLACK, SHAWNYA","10,463","","","1 ,299","11,761"
"BLAES, PETER V","ROCKVILLE, MD",MD,"BLAES, PETER V","","36,488","",697,"37,185"
"BLAIN, MARCIA A","OSCEOLA, IA",IA,"BLAIN, MARCIA A","1,763","","",467,"2,230"
"BLAKE, JANICE E","ITHACA, NY",NY,"BLAKE, JANICE E","1,350","","",88,"1,438"
